"symbol","name","industry","subsector","group","latest","start","latestDate","startDate","diffToMin","diffToMax","diff","min","minDate","median","average","max","maxDate","low","numberOfDates"
"PVS","Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam","Dầu khí ","Thiết bị và Dịch vụ Dầu khí","HNX30",22.5,17,"2021-02-25","2021-01-27",7.2,0.1,7.3,15.3,"2021-01-28",18.8,19.07,22.6,"2021-02-23",false,19
"PVT","Tổng Công ty Cổ phần Vận tải Dầu khí","Công nghiệp","Vận tải Thủy","HOSE",17.2,16.6,"2021-02-25","2021-01-27",17.2,0.7,17.9,0,"2021-02-15",16.45,14.87,17.9,"2021-02-18",false,19
"PXI","Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí","Công nghiệp","Xây dựng","HOSE",3.44,3.5,"2021-02-25","2021-01-27",3.44,0.16,3.6,0,"2021-02-15",3.26,2.98,3.6,"2021-02-18",false,19
"PXS","Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí","Công nghiệp","Xây dựng","HOSE",7.14,6.93,"2021-02-25","2021-01-27",7.14,0.11,7.25,0,"2021-02-15",6.45,5.89,7.25,"2021-02-19",false,19
"PXT","Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí","Công nghiệp","Xây dựng","HOSE",2.8,3.6,"2021-02-25","2021-01-27",2.8,0.8,3.6,0,"2021-02-15",2.8,2.58,3.6,"2021-01-27",false,19
"QBS","Công ty Cổ phần Xuất nhập khẩu Quảng Bình","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HOSE",2.33,2.5,"2021-02-25","2021-01-27",2.33,0.17,2.5,0,"2021-02-15",2.29,2.06,2.5,"2021-01-27",false,19
"QCG","Công ty Cổ phần Quốc Cường Gia Lai","Tài chính","Bất động sản","HOSE",8.31,7.94,"2021-02-25","2021-01-27",8.31,0.69,9,0,"2021-02-15",7.6,6.99,9,"2021-02-23",false,19
"QHD","Công ty Cổ phần Que hàn điện Việt Đức","Công nghiệp","Công nghiệp phức hợp","HNX",28.2,26.3,"2021-02-24","2021-01-28",1.9,0.8,2.7,26.3,"2021-01-28",27.4,27.65,29,"2021-02-17",false,8
"QST","Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",11.5,11.5,"2021-01-29","2021-01-29",0,0,0,11.5,"2021-01-29",11.5,11.5,11.5,"2021-01-29",false,1
"QTC","Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam","Công nghiệp","Xây dựng","HNX",14.5,15,"2021-02-25","2021-01-27",0.5,1.3,1.8,14,"2021-01-28",14.75,14.88,15.8,"2021-02-18",true,12
"RAL","Công ty Cổ phần Bóng đèn Phích nước Rạng Đông","Hàng Tiêu dùng","Thiết bị gia dụng","HOSE",187.2,172,"2021-02-25","2021-01-27",187.2,0,187.2,0,"2021-02-15",160,148.18,187.2,"2021-02-25",false,19
"RCL","Công ty Cổ phần Địa ốc Chợ Lớn","Tài chính","Bất động sản","HNX",17.6,18,"2021-02-25","2021-01-27",0.4,0.8,1.2,17.2,"2021-02-02",17.8,17.81,18.4,"2021-01-29",true,13
"RDP","Công ty Cổ phần Rạng Đông Holding","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",9.2,8.15,"2021-02-25","2021-01-27",9.2,0,9.2,0,"2021-02-15",8.4,7.59,9.2,"2021-02-25",false,19
"REE","Công ty Cổ phần Cơ điện Lạnh","Công nghiệp","Máy công nghiệp","VN30",56.4,51.9,"2021-02-25","2021-01-27",56.4,3.2,59.6,0,"2021-02-15",54,48.99,59.6,"2021-02-18",false,19
"RIC","Công ty Cổ phần Quốc Tế Hoàng Gia","Dịch vụ Tiêu dùng","Dịch vụ giải trí","HOSE",33,11.4,"2021-02-25","2021-01-27",33,0,33,0,"2021-02-15",18.1,18.26,33,"2021-02-25",false,19
"ROS","Công ty Cổ phần Xây dựng FLC FAROS","Công nghiệp","Xây dựng","VN30",3.49,5.17,"2021-02-25","2021-01-27",3.49,1.68,5.17,0,"2021-02-15",3.65,3.48,5.17,"2021-01-27",false,19
"S4A","Công ty Cổ phần Thủy điện Sê San 4A","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",27.2,26.9,"2021-02-25","2021-01-27",27.2,0.1,27.3,0,"2021-02-15",26.95,21.46,27.3,"2021-02-09",false,10
"S55","Công ty Cổ phần Sông Đà 505","Công nghiệp","Xây dựng","HNX",38,32,"2021-02-25","2021-01-27",9.2,0.6,9.8,28.8,"2021-01-28",35,34.55,38.6,"2021-02-22",false,18
"S74","Công ty Cổ phần Sông Đà 7.04","Công nghiệp","Xây dựng","HNX",5.2,4.9,"2021-02-24","2021-01-27",0.6,0.1,0.7,4.6,"2021-02-02",5,5.03,5.3,"2021-02-05",false,11
"S99","Công ty Cổ phần SCI","Công nghiệp","Xây dựng","HNX",29.7,17.5,"2021-02-25","2021-01-27",13.9,0,13.9,15.8,"2021-01-28",19.9,20.01,29.7,"2021-02-25",false,19
"SAB","Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn","Hàng Tiêu dùng","Sản xuất bia ","VN30",187.5,186.8,"2021-02-25","2021-01-27",187.5,5,192.5,0,"2021-02-15",181.4,162.42,192.5,"2021-02-18",false,19
"SAF","Công ty Cổ phần Lương thực Thực phẩm SAFOCO","Hàng Tiêu dùng","Thực phẩm","HNX",53.2,55.4,"2021-02-22","2021-02-08",0,2.2,2.2,53.2,"2021-02-22",54,54.01,55.4,"2021-02-08",true,7
"SAM","Công ty Cổ phần SAM Holdings","Công nghệ Thông tin","Thiết bị viễn thông","HOSE",11,13.5,"2021-02-25","2021-01-27",11,2.5,13.5,0,"2021-02-15",11.6,10.48,13.5,"2021-01-27",false,19
"SAV","Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",25.6,19.5,"2021-02-25","2021-01-27",25.6,0,25.6,0,"2021-02-15",19.95,18.67,25.6,"2021-02-25",false,19
"SBA","Công ty Cổ phần Sông Ba","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",16.1,16.1,"2021-02-25","2021-01-27",16.1,0,16.1,0,"2021-02-15",15.8,14.07,16.1,"2021-01-27",false,19
"SBT","Công ty Cổ phần Thành Thành Công - Biên Hòa","Hàng Tiêu dùng","Thực phẩm","VN30",21.95,19.75,"2021-02-25","2021-01-27",21.95,1.4,23.35,0,"2021-02-15",20.5,18.45,23.35,"2021-02-17",false,19
"SBV","Công ty Cổ phần Siam Brothers Việt Nam","Dịch vụ Tiêu dùng","Phân phối hàng chuyên dụng","HOSE",12.6,12.8,"2021-02-25","2021-01-27",12.6,0.35,12.95,0,"2021-02-15",12.5,11.09,12.95,"2021-02-18",false,19
"SC5","Công ty Cổ phần Xây dựng số 5","Công nghiệp","Xây dựng","HOSE",19.85,23.25,"2021-02-25","2021-02-17",0,3.4,3.4,19.85,"2021-02-25",20.3,21.07,23.25,"2021-02-17",true,5
"SCD","Công ty Cổ phần Nước giải khát Chương Dương","Hàng Tiêu dùng","Đồ uống & giải khát","HOSE",23.9,22.8,"2021-02-25","2021-01-27",23.9,1.1,25,0,"2021-02-15",24,20.8,25,"2021-02-17",false,17
"SCI","Công ty Cổ phần SCI E&C","Công nghiệp","Xây dựng","HNX",54,43.4,"2021-02-25","2021-01-27",14.9,7,21.9,39.1,"2021-01-28",54,52.72,61,"2021-02-17",false,19
"SCR","Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín","Tài chính","Bất động sản","HOSE",8.19,8.6,"2021-02-25","2021-01-27",8.19,0.41,8.6,0,"2021-02-15",8.17,7.32,8.6,"2021-01-27",false,19
"SCS","Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn","Dịch vụ Tiêu dùng","Hàng không","HOSE",129.9,131.1,"2021-02-25","2021-01-27",129.9,2.1,132,0,"2021-02-15",129.9,115.23,132,"2021-02-09",false,19
"SD2","Công ty Cổ phần Sông Đà 2","Công nghiệp","Xây dựng","HNX",5.7,6.1,"2021-02-25","2021-01-27",0.4,0.6,1,5.3,"2021-02-23",5.8,5.77,6.3,"2021-01-29",true,19
"SD4","Công ty Cổ phần Sông Đà 4","Công nghiệp","Xây dựng","HNX",4.1,4.6,"2021-02-24","2021-01-27",0.3,0.8,1.1,3.8,"2021-02-05",4.1,4.18,4.9,"2021-01-28",true,18
"SD5","Công ty Cổ phần Sông Đà 5","Công nghiệp","Xây dựng","HNX",7.9,8.9,"2021-02-25","2021-01-27",0.6,1,1.6,7.3,"2021-02-01",7.7,7.79,8.9,"2021-01-27",false,19
"SD6","Công ty Cổ phần Sông Đà 6","Công nghiệp","Xây dựng","HNX",3.8,4.1,"2021-02-25","2021-01-27",0.5,0.3,0.8,3.3,"2021-02-01",3.5,3.54,4.1,"2021-01-27",false,19
"SD9","Công ty Cổ phần Sông Đà 9","Công nghiệp","Xây dựng","HNX",7.1,7.8,"2021-02-25","2021-01-27",0.5,0.7,1.2,6.6,"2021-02-09",7.1,7.08,7.8,"2021-01-27",false,19
"SDA","Công ty Cổ phần SIMCO Sông Đà","Công nghiệp","Đào tạo & Việc làm","HNX",4.7,4.8,"2021-02-17","2021-01-27",0.4,0.3,0.7,4.3,"2021-02-05",4.6,4.62,5,"2021-02-01",false,9
"SDG","Công ty Cổ phần Sadico Cần Thơ","Công nghiệp","Containers & Đóng gói","HNX",45,48.6,"2021-02-18","2021-01-29",8.9,3.6,12.5,36.1,"2021-02-03",44.4,43.19,48.6,"2021-01-29",false,12
"SDN","Công ty Cổ phần Sơn Đồng Nai","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",32,28,"2021-02-24","2021-01-28",4,0,4,28,"2021-01-28",30.5,30.39,32,"2021-02-22",false,11
"SDT","Công ty Cổ phần Sông Đà 10","Công nghiệp","Xây dựng","HNX",5.5,6.6,"2021-02-25","2021-01-27",0.5,1.1,1.6,5,"2021-02-01",5.4,5.44,6.6,"2021-01-27",false,19
"SEB","Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HNX",50,45.5,"2021-02-24","2021-01-29",8,0,8,42,"2021-02-18",45.5,45.7,50,"2021-02-24",false,5
"SED","Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",17.3,17,"2021-02-25","2021-01-27",0.9,0.5,1.4,16.4,"2021-01-28",17.1,17.11,17.8,"2021-01-29",false,19
"SFC","Công ty Cổ phần Nhiên liệu Sài Gòn","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HOSE",23.3,22.95,"2021-02-25","2021-01-27",0.35,0,0.35,22.95,"2021-01-27",23,23.09,23.3,"2021-02-24",false,6
"SFG","Công ty Cổ phần Phân bón Miền Nam","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HOSE",8.11,8.58,"2021-02-25","2021-01-27",8.11,0.47,8.58,0,"2021-02-15",7.98,7.13,8.58,"2021-01-27",false,19
"SFI","Công ty Cổ phần Đại lý Vận tải Safi","Công nghiệp","Vận tải Thủy","HOSE",39.5,35,"2021-02-25","2021-01-27",39.5,1.5,41,0,"2021-02-15",35.9,32.78,41,"2021-02-22",false,19
"SFN","Công ty Cổ phần Dệt lưới Sài Gòn","Công nghiệp","Nhà cung cấp thiết bị","HNX",21.1,19.4,"2021-02-25","2021-01-28",2.9,2.2,5.1,18.2,"2021-02-02",21.1,20.89,23.3,"2021-02-23",false,11
"SGC","Công ty Cổ phần Xuất nhập khẩu Sa Giang","Hàng Tiêu dùng","Thực phẩm","HNX",90,93.2,"2021-02-19","2021-02-02",0,3.2,3.2,90,"2021-02-19",91.6,91.6,93.2,"2021-02-02",true,2
"SGD","Công ty Cổ phần Sách Giáo dục tại TP.HCM","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",9.5,9,"2021-02-25","2021-01-27",1.3,0,1.3,8.2,"2021-02-01",9.2,9.11,9.5,"2021-02-19",false,10
"SGH","Công ty Cổ phần Khách sạn Sài Gòn","Dịch vụ Tiêu dùng","Khách sạn","HNX",40.9,50.4,"2021-02-22","2021-01-28",0,9.5,9.5,40.9,"2021-02-22",45.4,45.57,50.4,"2021-01-28",true,3
"SGN","Công ty Cổ phần Phục vụ mặt đất Sài Gòn","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HOSE",69,68,"2021-02-25","2021-01-27",69,0.5,69.5,0,"2021-02-15",68.5,60.92,69.5,"2021-02-18",false,19
"SGR","Công ty Cổ phần Địa ốc Sài Gòn","Tài chính","Bất động sản","HOSE",24.6,20.5,"2021-02-25","2021-01-27",24.6,1.1,25.7,0,"2021-02-15",19.9,19.1,25.7,"2021-02-23",false,19
"SGT","Công ty Cổ phần Công nghệ Viễn thông Sài Gòn","Công nghệ Thông tin","Internet","HOSE",16.3,17.15,"2021-02-25","2021-01-27",16.3,2.05,18.35,0,"2021-02-15",15.35,13.97,18.35,"2021-01-28",false,19
"SHA","Công ty Cổ phần Sơn Hà Sài Gòn","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",4.99,4.7,"2021-02-25","2021-01-27",4.99,0.11,5.1,0,"2021-02-15",4.69,4.19,5.1,"2021-02-23",false,19
"SHB","Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội","Ngân hàng","Ngân hàng","HNX30",15.9,15.6,"2021-02-25","2021-01-27",2.4,0.4,2.8,13.5,"2021-02-01",15.5,15.41,16.3,"2021-02-23",false,19
"SHE","Công ty Cổ phần Phát triển Năng Lượng Sơn Hà","Hàng Tiêu dùng","Đồ gia dụng lâu bền","HNX",19.4,19,"2021-02-25","2021-01-27",1.9,0.4,2.3,17.5,"2021-01-28",18.8,18.71,19.8,"2021-02-15",false,18
"SHI","Công ty Cổ phần Quốc tế Sơn Hà","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",11.05,9.98,"2021-02-25","2021-01-27",11.05,0.15,11.2,0,"2021-02-15",9.59,9.04,11.2,"2021-02-23",false,19
"SHN","Công ty Cổ phần Đầu tư Tổng hợp Hà Nội","Công nghiệp","Xây dựng","HNX",8.8,9.4,"2021-02-25","2021-01-27",0.6,0.6,1.2,8.2,"2021-02-08",8.8,8.84,9.4,"2021-01-27",true,19
"SHP","Công ty Cổ phần Thủy điện Miền Nam","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",22.55,22.2,"2021-02-25","2021-01-27",22.55,1.1,23.65,0,"2021-02-15",22.2,19.79,23.65,"2021-02-09",false,18
"SHS","Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội","Tài chính","Môi giới chứng khoán","HNX30",27.1,22.6,"2021-02-25","2021-01-27",6.7,0,6.7,20.4,"2021-01-28",25.3,24.59,27.1,"2021-02-25",false,19
"SIC","Công ty Cổ phần ANI","Công nghiệp","Xây dựng","HNX",14,13.5,"2021-02-19","2021-01-27",0.5,0.1,0.6,13.5,"2021-01-27",13.6,13.77,14.1,"2021-02-17",false,7
"SII","Công ty Cổ phần Hạ tầng Nước Sài Gòn","Công nghiệp","Xây dựng","HOSE",18,20,"2021-02-23","2021-01-27",18,2.8,20.8,0,"2021-02-15",18,15.36,20.8,"2021-01-29",false,11
"SJ1","Công ty Cổ phần Nông nghiệp Hùng Hậu","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HNX",17.4,19.3,"2021-02-25","2021-01-27",1.1,1.9,3,16.3,"2021-02-23",17.65,17.68,19.3,"2021-01-27",true,8
"SJD","Công ty Cổ phần Thủy điện Cần Đơn","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",17.05,17,"2021-02-25","2021-01-27",17.05,0.1,17.15,0,"2021-02-15",17,15.18,17.15,"2021-02-09",false,19
"SJE","Công ty Cổ phần Sông Đà 11","Công nghiệp","Xây dựng","HNX30",17.9,19,"2021-02-23","2021-01-27",0.2,1.1,1.3,17.7,"2021-02-04",18,18.16,19,"2021-01-27",true,14
"SJF","Công ty Cổ phần Đầu tư Sao Thái Dương","Dược phẩm và Y tế","Công nghệ sinh học","HOSE",2.55,2.6,"2021-02-25","2021-01-27",2.55,0.05,2.6,0,"2021-02-15",2.43,2.17,2.6,"2021-01-27",false,19
"SJS","Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà","Tài chính","Bất động sản","HOSE",40.5,32.4,"2021-02-25","2021-01-27",40.5,1.95,42.45,0,"2021-02-15",35.8,33.03,42.45,"2021-02-19",false,19
"SKG","Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang","Dịch vụ Tiêu dùng","Vận tải hành khách & Du lịch","HOSE",11.2,10.95,"2021-02-25","2021-01-27",11.2,0.35,11.55,0,"2021-02-15",10.8,9.63,11.55,"2021-02-22",false,19
"SLS","Công ty Cổ phần Mía đường Sơn La","Hàng Tiêu dùng","Thực phẩm","HNX30",105,82.5,"2021-02-25","2021-01-27",30.7,2.4,33.1,74.3,"2021-01-28",81.8,93.19,107.4,"2021-02-23",false,19
"SMA","Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn","Công nghiệp","Nhà cung cấp thiết bị","HOSE",8,8.01,"2021-02-25","2021-01-27",8,0.98,8.98,0,"2021-02-15",8.01,7.39,8.98,"2021-02-18",false,19
"SMB","Công ty Cổ phần Bia Sài Gòn - Miền Trung","Hàng Tiêu dùng","Sản xuất bia ","HOSE",43.7,43,"2021-02-25","2021-01-27",43.7,1.7,45.4,0,"2021-02-15",43.5,38.74,45.4,"2021-02-09",false,19
"SMC","Công ty Cổ phần Đầu tư Thương mại SMC","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",24.6,21.7,"2021-02-25","2021-01-27",24.6,0,24.6,0,"2021-02-15",21.7,19.34,24.6,"2021-02-25",false,19
"SMN","Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",10.2,10,"2021-02-25","2021-01-27",0.7,0.5,1.2,9.5,"2021-01-29",10.1,10.08,10.7,"2021-02-23",false,13
"SMT","Công ty Cổ phần SAMETEL","Công nghệ Thông tin","Thiết bị viễn thông","HNX",9.9,10.3,"2021-02-25","2021-01-27",0.8,0.6,1.4,9.1,"2021-02-17",9.45,9.86,10.5,"2021-02-03",false,12
"SPI","Công ty Cổ phần SPI","Nguyên vật liệu","Khai khoáng ","HNX",4.6,3.4,"2021-02-25","2021-01-27",2,0,2,2.6,"2021-02-08",3.1,3.29,4.6,"2021-02-24",false,19
"SPM","Công ty Cổ phần S.P.M","Dược phẩm và Y tế","Dược phẩm","HOSE",12.5,13.3,"2021-02-25","2021-01-28",12.5,0.8,13.3,0,"2021-02-15",12.47,11.03,13.3,"2021-01-28",false,16
"SRA","Công ty Cổ phần SARA Việt Nam","Công nghệ Thông tin","Phần mềm","HNX",9.1,9.2,"2021-02-25","2021-01-27",0.9,0.2,1.1,8.2,"2021-02-01",8.7,8.78,9.3,"2021-02-23",false,19
"SRC","Công ty Cổ phần Cao su Sao Vàng","Hàng Tiêu dùng","Lốp xe","HOSE",22.6,23.1,"2021-02-25","2021-01-27",22.6,0.5,23.1,0,"2021-02-15",21.15,18.94,23.1,"2021-01-27",false,19
"SRF","Công ty Cổ phần Kỹ nghệ lạnh","Công nghiệp","Máy công nghiệp","HOSE",13.85,13.55,"2021-02-23","2021-01-27",13.85,0.45,14.3,0,"2021-02-15",13.8,12.13,14.3,"2021-02-09",false,16
"SSC","Công ty Cổ phần Giống cây trồng Miền Nam","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HOSE",46.2,46.5,"2021-02-25","2021-01-28",46.2,0.3,46.5,0,"2021-02-15",45.8,37.34,46.5,"2021-01-28",false,11
"SSI","Công ty Cổ phần Chứng khoán SSI","Tài chính","Môi giới chứng khoán","VN30",33.45,29.8,"2021-02-25","2021-01-27",33.45,0.15,33.6,0,"2021-02-15",30.6,27.77,33.6,"2021-02-23",false,19
"SSM","Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM","Nguyên vật liệu","Thép và sản phẩm thép","HNX",5.7,5.6,"2021-02-23","2021-01-27",0.3,0.1,0.4,5.4,"2021-02-04",5.7,5.64,5.8,"2021-02-09",false,11
"ST8","Công ty Cổ phần Siêu Thanh","Công nghệ Thông tin","Thiết bị văn phòng","HOSE",11.25,11.2,"2021-02-25","2021-01-27",11.25,0.15,11.4,0,"2021-02-15",11.05,9.5,11.4,"2021-02-09",false,14
"STB","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín","Ngân hàng","Ngân hàng","VN30",18.5,17.25,"2021-02-25","2021-01-27",18.5,0.3,18.8,0,"2021-02-15",18,15.96,18.8,"2021-02-23",false,19
"STC","Công ty Cổ phần Sách và Thiết bị trường học Tp. Hồ Chí Minh","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",16.8,15.2,"2021-02-25","2021-01-27",1.7,0.4,2.1,15.1,"2021-02-18",16,16.04,17.2,"2021-02-23",false,16
"STG","Công ty Cổ phần Kho Vận Miền Nam","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HOSE",15.5,16,"2021-02-25","2021-01-27",15.5,0.5,16,0,"2021-02-15",15,13.56,16,"2021-01-27",false,19
"STK","Công ty Cổ phần Sợi Thế Kỷ","Hàng Tiêu dùng","Hàng May mặc","HOSE",26.7,26.9,"2021-02-25","2021-01-27",26.7,0.8,27.5,0,"2021-02-15",26.2,23.44,27.5,"2021-02-19",false,19
"STP","Công ty Cổ phần Công nghiệp Thương mại Sông Đà","Công nghiệp","Containers & Đóng gói","HNX",8,8.8,"2021-02-25","2021-01-27",0.6,0.8,1.4,7.4,"2021-02-24",8,7.92,8.8,"2021-01-27",false,12
"SVC","Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn","Hàng Tiêu dùng","Sản xuất ô tô","HOSE",74,74.8,"2021-02-23","2021-01-28",0,0.8,0.8,74,"2021-02-01",74,74.27,74.8,"2021-01-28",true,3
"SVI","Công ty Cổ phần Bao bì Biên Hòa","Công nghiệp","Containers & Đóng gói","HOSE",85,75.6,"2021-02-25","2021-01-27",11,4,15,74,"2021-01-28",84,82.98,89,"2021-02-18",false,14
"SVN","Công ty Cổ phần Tập đoàn Vexilla Việt Nam","Công nghiệp","Xây dựng","HNX",2.8,2.4,"2021-02-25","2021-01-27",0.7,0,0.7,2.1,"2021-02-02",2.4,2.44,2.8,"2021-02-25",false,19
"SVT","Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông","Nguyên vật liệu","Sản xuất giấy","HOSE",14,15.2,"2021-02-25","2021-01-27",14,2.9,16.9,0,"2021-02-15",14.6,13.22,16.9,"2021-02-01",false,17
"SZB","Công ty Cổ phần Sonadezi Long Bình","Tài chính","Bất động sản","HNX",34.4,34.5,"2021-02-25","2021-01-27",3.3,0.1,3.4,31.1,"2021-01-28",34.2,33.85,34.5,"2021-01-27",false,19
"SZC","Công ty Cổ phần Sonadezi Châu Đức","Tài chính","Bất động sản","HOSE",39.8,42.25,"2021-02-25","2021-01-27",39.8,2.45,42.25,0,"2021-02-15",39.2,35.03,42.25,"2021-01-27",false,19
"SZL","Công ty Cổ phần Sonadezi Long Thành","Tài chính","Bất động sản","HOSE",54.3,53,"2021-02-25","2021-01-27",54.3,0,54.3,0,"2021-02-15",52.6,47.21,54.3,"2021-02-25",false,19
"TA9","Công ty Cổ phần Xây lắp Thành An 96","Công nghiệp","Xây dựng","HNX",11.5,11,"2021-02-25","2021-01-27",1.3,0.1,1.4,10.2,"2021-01-28",11.3,11.06,11.6,"2021-02-19",false,19
"TAC","Công ty Cổ phần Dầu Thực vật Tường An","Hàng Tiêu dùng","Thực phẩm","HOSE",48,47,"2021-02-25","2021-01-27",48,1.05,49.05,0,"2021-02-15",46.1,41.71,49.05,"2021-02-22",false,19
"TAR","Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HNX",22.5,20.8,"2021-02-25","2021-01-27",4.3,0.7,5,18.2,"2021-02-01",20.2,20.53,23.2,"2021-02-22",false,19
"TBC","Công ty Cổ phần Thủy điện Thác Bà","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",25,25.2,"2021-02-25","2021-01-27",25,0.35,25.35,0,"2021-02-15",24.9,22.14,25.35,"2021-02-05",false,19
"TC6","Công ty Cổ phần Than Cọc Sáu - Vinacomin","Nguyên vật liệu","Khai thác Than","HNX",4.7,4.8,"2021-02-25","2021-01-27",0.3,0.1,0.4,4.4,"2021-01-29",4.6,4.6,4.8,"2021-01-27",false,19
"TCB","Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam","Ngân hàng","Ngân hàng","VN30",39.1,33.5,"2021-02-25","2021-01-27",39.1,0.7,39.8,0,"2021-02-15",35,32.25,39.8,"2021-02-23",false,19
"TCD","Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải","Công nghiệp","Xây dựng","HOSE",15.35,13.8,"2021-02-25","2021-01-27",15.35,0,15.35,0,"2021-02-15",13.1,11.87,15.35,"2021-02-25",false,19
"TCH","Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy","Hàng Tiêu dùng","Sản xuất ô tô","VN30",22.05,23,"2021-02-25","2021-01-27",22.05,1.45,23.5,0,"2021-02-15",22.15,19.82,23.5,"2021-02-18",false,19
"TCL","Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng","Công nghiệp","Dịch vụ vận tải","HOSE",29.4,27.65,"2021-02-25","2021-01-27",29.4,0.1,29.5,0,"2021-02-15",28,25.12,29.5,"2021-02-24",false,19
"TCM","Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công","Hàng Tiêu dùng","Hàng May mặc","HOSE",75,85,"2021-02-25","2021-01-27",75,10,85,0,"2021-02-15",76.3,69.33,85,"2021-01-27",false,19
"TCO","Công ty Cổ phần Vận tải Đa phương thức Duyên Hải","Công nghiệp","Dịch vụ vận tải","HOSE",10.7,10.2,"2021-02-23","2021-01-28",0.7,0,0.7,10,"2021-02-22",10.2,10.27,10.7,"2021-02-23",false,4
"TCR","Công ty Cổ phần Công nghiệp Gốm sứ TAICERA","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",4.15,4.78,"2021-02-25","2021-01-27",4.15,0.63,4.78,0,"2021-02-15",4,3.66,4.78,"2021-01-27",false,19
"TCT","Công ty Cổ phần Cáp treo Núi Bà Tây Ninh","Dịch vụ Tiêu dùng","Vận tải hành khách & Du lịch","HOSE",28.9,29.8,"2021-02-25","2021-01-27",28.9,0.9,29.8,0,"2021-02-15",28.8,25.65,29.8,"2021-01-27",false,19
"TDC","Công ty Cổ phần Kinh doanh và Phát triển Bình Dương","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",19.9,16,"2021-02-25","2021-01-27",19.9,0,19.9,0,"2021-02-15",16.35,14.83,19.9,"2021-02-25",false,19
"TDG","Công ty Cổ phần Dầu khí Thái Dương","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HOSE",3.29,3.24,"2021-02-25","2021-01-27",3.29,0.17,3.46,0,"2021-02-15",3.3,2.95,3.46,"2021-02-03",false,19
"TDH","Công ty Cổ phần Phát triển Nhà Thủ Đức","Tài chính","Bất động sản","HOSE",7.97,8.21,"2021-02-25","2021-01-27",7.97,0.5,8.47,0,"2021-02-15",7.59,6.92,8.47,"2021-02-19",false,19
