"symbol","industry","market","name","sector","subsector","supersector","group","listingDate"
"PLP","Nguyên vật liệu","HOSE","Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2017-08-21"
"PLX","Dầu khí ","HOSE","Tập đoàn Xăng dầu Việt Nam","Sản xuất Dầu khí","Sản xuất và Khai thác dầu khí","Dầu khí","VN30","2017-04-21"
"PMB","Nguyên vật liệu","HNX ","Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HNX","2015-10-07"
"PMC","Dược phẩm và Y tế","HNX ","Công ty Cổ phần Dược phẩm Dược liệu Pharmedic","Dược phẩm","Dược phẩm","Y tế","HNX","2009-10-09"
"PME","Dược phẩm và Y tế","HOSE","Công ty Cổ phần Pymepharco","Dược phẩm","Dược phẩm","Y tế","HOSE","2017-11-08"
"PMG","Tiện ích Cộng đồng","HOSE","Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","HOSE","2018-01-25"
"PMP","Công nghiệp","HNX ","Công ty Cổ phần Bao bì Đạm Phú Mỹ","Hàng công nghiệp","Containers & Đóng gói","Hàng & Dịch vụ Công nghiệp","HNX","2015-09-22"
"PMS","Công nghiệp","HNX ","Công ty Cổ phần Cơ khí Xăng dầu","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2003-11-04"
"PNC","Dịch vụ Tiêu dùng","HOSE","Công ty Cổ phần Văn hóa Phương Nam","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HOSE","2005-07-11"
"PNJ","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận","Hàng cá nhân","Hàng cá nhân","Hàng cá nhân & Gia dụng","VN30","2009-03-23"
"POM","Nguyên vật liệu","HOSE","Công ty Cổ phần Thép Pomina","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HOSE","2010-04-20"
"POT","Công nghệ Thông tin","HNX ","Công ty Cổ phần Thiết bị Bưu điện","Thiết bị và Phần cứng","Phần cứng","Công nghệ Thông tin","HNX","2006-12-20"
"POW","Tiện ích Cộng đồng","HOSE","Tổng Công ty Điện lực Dầu khí Việt Nam","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","VN30","2018-03-06"
"PPC","Tiện ích Cộng đồng","HOSE","Công ty Cổ phần Nhiệt điện Phả Lại","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HOSE","2007-01-26"
"PPE","Công nghiệp","HNX ","Công ty Cổ phần Tư vấn Điện lực Dầu khí Việt Nam","Tư vấn & Hỗ trợ Kinh doanh","Tư vấn & Hỗ trợ KD","Hàng & Dịch vụ Công nghiệp","HNX","2011-09-21"
"PPP","Dược phẩm và Y tế","HNX ","Công ty Cổ phần Dược phẩm Phong Phú","Dược phẩm","Dược phẩm","Y tế","HNX","2011-07-18"
"PPS","Công nghiệp","HNX ","Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam","Tư vấn & Hỗ trợ Kinh doanh","Tư vấn & Hỗ trợ KD","Hàng & Dịch vụ Công nghiệp","HNX","2011-01-07"
"PPY","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Xăng dầu dầu khí Phú Yên","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","HNX","2016-03-02"
